YearStart,YearEnd,LocationAbbr,LocationDesc,Topic,Question,DataValue,DataValueUnit,DataValueType,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,21.0,%,Crude Prevalence,Age,Age 18-44,,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,27.8,%,Crude Prevalence,Age,Age 18-44,,Overall
2019,2019,GU,Guam,Mental Health,Depression among adults,13.0,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,ID,Idaho,Mental Health,Depression among adults,22.3,%,Crude Prevalence,Age,Age 45-64,,Overall
2019,2019,ID,Idaho,Mental Health,Frequent mental distress among adults,11.5,%,Crude Prevalence,Sex,Male,,Overall
2019,2019,IL,Illinois,Mental Health,Depression among adults,13.7,%,Crude Prevalence,Age,Age >=65,,Overall
2019,2019,IN,Indiana,Mental Health,Depression among adults,26.7,%,Crude Prevalence,Sex,Female,,Overall
2019,2019,IA,Iowa,Mental Health,Depression among adults,11.4,%,Crude Prevalence,Sex,Male,,Overall
2019,2019,MD,Maryland,Mental Health,Average mentally unhealthy days among adults,4.7,Number,Crude Mean,Age,Age 18-44,,Overall
2019,2019,MI,Michigan,Mental Health,Depression among adults,23.4,%,Crude Prevalence,Age,Age 18-44,,Overall
2019,2019,MI,Michigan,Mental Health,Average mentally unhealthy days among adults,3.2,Number,Crude Mean,Overall,Overall,,Overall
2019,2019,MI,Michigan,Mental Health,Frequent mental distress among adults,19.7,%,Age-adjusted Prevalence,Sex,Female,,Overall
2019,2019,MS,Mississippi,Mental Health,Depression among adults,20.6,%,Crude Prevalence,Overall,Overall,,Overall
2019,2019,MS,Mississippi,Mental Health,Average mentally unhealthy days among adults,2.3,Number,Crude Mean,Sex,Female,,Overall
2019,2019,MO,Missouri,Mental Health,Depression among adults,16.3,%,Age-adjusted Prevalence,Sex,Male,,Overall
2019,2019,MO,Missouri,Mental Health,Frequent mental distress among adults,18.6,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,NE,Nebraska,Mental Health,Frequent mental distress among adults,8.6,%,Age-adjusted Prevalence,Sex,Male,,Overall
2019,2019,NM,New Mexico,Mental Health,Depression among adults,20.6,%,Crude Prevalence,Sex,Female,,Overall
2019,2019,NY,New York,Mental Health,Frequent mental distress among adults,12.1,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,NC,North Carolina,Mental Health,Frequent mental distress among adults,13.3,%,Crude Prevalence,Age,Age 45-64,,Overall
2019,2019,ND,North Dakota,Mental Health,Frequent mental distress among adults,8.5,%,Crude Prevalence,Age,Age 45-64,,Overall
2019,2019,TN,Tennessee,Mental Health,Depression among adults,18.5,%,Crude Prevalence,Sex,Male,,Overall
2019,2019,VT,Vermont,Mental Health,Frequent mental distress among adults,13.1,%,Age-adjusted Prevalence,Sex,Male,,Overall
2019,2019,VA,Virginia,Mental Health,Frequent mental distress among adults,15.4,%,Age-adjusted Prevalence,Sex,Female,,Overall
2020,2020,AL,Alabama,Mental Health,Depression among adults,16.1,%,Crude Prevalence,Sex,Male,,Overall
2020,2020,AL,Alabama,Mental Health,Frequent mental distress among adults,21.0,%,Age-adjusted Prevalence,Sex,Female,,Overall
2020,2020,AR,Arkansas,Mental Health,Average mentally unhealthy days among adults,2.7,Number,Crude Mean,Age,Age 45-64,,Overall
2020,2020,CA,California,Mental Health,Depression among adults,14.1,%,Crude Prevalence,Overall,Overall,,Overall
2020,2020,DE,Delaware,Mental Health,Frequent mental distress among adults,12.6,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2020,2020,GU,Guam,Mental Health,Depression among adults,7.9,%,Crude Prevalence,Age,Age 18-44,,Overall
2020,2020,HI,Hawaii,Mental Health,Frequent mental distress among adults,10.4,%,Crude Prevalence,Age,Age 45-64,,Overall
2020,2020,HI,Hawaii,Mental Health,Frequent mental distress among adults,7.7,%,Crude Prevalence,Race/Ethnicity,"Asian, non-Hispanic",,Overall
2020,2020,KY,Kentucky,Mental Health,Depression among adults,30.7,%,Age-adjusted Prevalence,Sex,Female,,Overall
2020,2020,MD,Maryland,Mental Health,Frequent mental distress among adults,10.9,%,Age-adjusted Prevalence,Race/Ethnicity,"Asian, non-Hispanic",,Overall
2020,2020,MN,Minnesota,Mental Health,Depression among adults,20.8,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2020,2020,MO,Missouri,Mental Health,Frequent mental distress among adults,19.2,%,Crude Prevalence,Age,Age 18-44,,Overall
2020,2020,NM,New Mexico,Mental Health,Depression among adults,12.5,%,Crude Prevalence,Sex,Male,,Overall
2020,2020,NM,New Mexico,Mental Health,Average mentally unhealthy days among adults,3.2,Number,Crude Mean,Sex,Female,,Overall
2020,2020,OK,Oklahoma,Mental Health,Frequent mental distress among adults,17.2,%,Crude Prevalence,Age,Age 45-64,,Overall
2020,2020,PR,Puerto Rico,Mental Health,Frequent mental distress among adults,13.1,%,Age-adjusted Prevalence,Sex,Female,,Overall
2020,2020,RI,Rhode Island,Mental Health,Depression among adults,23.4,%,Crude Prevalence,Age,Age 18-44,,Overall
2020,2020,WA,Washington,Mental Health,Frequent mental distress among adults,13.8,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2020,2020,WI,Wisconsin,Mental Health,Depression among adults,26.5,%,Crude Prevalence,Sex,Female,,Overall
2021,2021,AL,Alabama,Mental Health,Depression among adults,23.0,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2021,2021,CO,Colorado,Mental Health,Frequent mental distress among adults,11.3,%,Age-adjusted Prevalence,Sex,Male,,Overall
2021,2021,HI,Hawaii,Mental Health,Depression among adults,12.8,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2021,2021,MD,Maryland,Mental Health,Frequent mental distress among adults,15.6,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2021,2021,MA,Massachusetts,Mental Health,Depression among adults,22.0,%,Crude Prevalence,Age,Age 18-44,,Overall
2021,2021,MA,Massachusetts,Mental Health,Frequent mental distress among adults,10.2,%,Crude Prevalence,Sex,Male,,Overall
2021,2021,MN,Minnesota,Mental Health,Frequent mental distress among adults,15.1,%,Crude Prevalence,Sex,Female,,Overall
2021,2021,MS,Mississippi,Mental Health,Depression among adults,13.7,%,Crude Prevalence,Sex,Male,,Overall
2021,2021,MO,Missouri,Mental Health,Frequent mental distress among adults,16.2,%,Crude Prevalence,Overall,Overall,,Overall
2021,2021,MO,Missouri,Mental Health,Frequent mental distress among adults,12.9,%,Crude Prevalence,Sex,Male,,Overall
2021,2021,MT,Montana,Mental Health,Average mentally unhealthy days among adults,3.0,Number,Crude Mean,Sex,Female,,Overall
2021,2021,NE,Nebraska,Mental Health,Frequent mental distress among adults,10.7,%,Crude Prevalence,Sex,Male,,Overall
2021,2021,NJ,New Jersey,Mental Health,Depression among adults,14.6,%,Crude Prevalence,Sex,Male,,Overall
2021,2021,NM,New Mexico,Mental Health,Frequent mental distress among adults,9.4,%,Crude Prevalence,Age,Age >=65,,Overall
2021,2021,NY,New York,Mental Health,Depression among adults,13.7,%,Age-adjusted Prevalence,Sex,Male,,Overall
2021,2021,OH,Ohio,Mental Health,Depression among adults,16.3,%,Crude Prevalence,Sex,Male,,Overall
2021,2021,OR,Oregon,Mental Health,Depression among adults,34.8,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2021,2021,PA,Pennsylvania,Mental Health,Frequent mental distress among adults,14.9,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
2021,2021,SC,South Carolina,Mental Health,Current poor mental health among high school students,21.0,%,Crude Prevalence,Grade,Grade 9,,Overall
2021,2021,SC,South Carolina,Mental Health,Frequent mental distress among adults,13.4,%,Crude Prevalence,Sex,Male,,Overall
2021,2021,VT,Vermont,Mental Health,Depression among adults,22.7,%,Crude Prevalence,Age,Age 45-64,,Overall
2021,2021,VA,Virginia,Mental Health,Frequent mental distress among adults,18.3,%,Crude Prevalence,Sex,Female,,Overall
2021,2021,WV,West Virginia,Mental Health,Frequent mental distress among adults,25.3,%,Age-adjusted Prevalence,Sex,Female,,Overall
2022,2022,AL,Alabama,Mental Health,Frequent mental distress among adults,15.0,%,Crude Prevalence,Sex,Male,,Overall
2022,2022,AK,Alaska,Mental Health,Depression among adults,20.5,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2022,2022,AZ,Arizona,Mental Health,Depression among adults,15.9,%,Age-adjusted Prevalence,Sex,Male,,Overall
2022,2022,CA,California,Mental Health,Frequent mental distress among adults,14.7,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2022,2022,GU,Guam,Mental Health,Depression among adults,10.4,%,Age-adjusted Prevalence,Sex,Male,,Overall
2022,2022,HI,Hawaii,Mental Health,Frequent mental distress among adults,10.2,%,Crude Prevalence,Sex,Male,,Overall
2022,2022,ID,Idaho,Mental Health,Frequent mental distress among adults,18.7,%,Crude Prevalence,Sex,Female,,Overall
2022,2022,KS,Kansas,Mental Health,Average mentally unhealthy days among adults,6.8,Number,Crude Mean,Age,Age 18-44,,Overall
2022,2022,MA,Massachusetts,Mental Health,Depression among adults,28.0,%,Age-adjusted Prevalence,Sex,Female,,Overall
2022,2022,NM,New Mexico,Mental Health,Frequent mental distress among adults,15.9,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
2022,2022,OK,Oklahoma,Mental Health,Average mentally unhealthy days among adults,5.1,Number,Crude Mean,Age,Age 45-64,,Overall
2022,2022,PR,Puerto Rico,Mental Health,Depression among adults,19.3,%,Crude Prevalence,Age,Age >=65,,Overall
2022,2022,PR,Puerto Rico,Mental Health,Frequent mental distress among adults,14.1,%,Crude Prevalence,Overall,Overall,,Overall
2022,2022,SC,South Carolina,Mental Health,Frequent mental distress among adults,14.8,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2022,2022,SD,South Dakota,Mental Health,Frequent mental distress among adults,14.9,%,Crude Prevalence,Sex,Female,,Overall
2022,2022,TN,Tennessee,Mental Health,Depression among adults,33.9,%,Crude Prevalence,Age,Age 18-44,,Overall
2022,2022,VT,Vermont,Mental Health,Depression among adults,19.3,%,Age-adjusted Prevalence,Sex,Male,,Overall
2022,2022,WY,Wyoming,Mental Health,Frequent mental distress among adults,8.7,%,Crude Prevalence,Age,Age >=65,,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,20.3,%,Age-adjusted Prevalence,Sex,Female,,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,25.9,%,Crude Prevalence,Age,Age 45-64,,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,18.1,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Average mentally unhealthy days among adults,3.2,Number,Age-adjusted Mean,Overall,Overall,,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,14.6,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,18.2,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Frequent mental distress among adults,11.0,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,18.2,%,Crude Prevalence,Age,Age 45-64,,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,15.3,%,Crude Prevalence,Sex,Male,,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,28.4,%,Crude Prevalence,Sex,Female,,Overall
2019,2019,AL,Alabama,Mental Health,Postpartum depressive symptoms among women with a recent live birth,20.7,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Frequent mental distress among adults,6.7,%,Crude Prevalence,Age,Age >=65,,Overall
2019,2019,AR,Arkansas,Mental Health,Average mentally unhealthy days among adults,2.6,Number,Crude Mean,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Average mentally unhealthy days among adults,3.9,Number,Crude Mean,Age,Age 18-44,,Overall
2019,2019,AK,Alaska,Mental Health,Average mentally unhealthy days among adults,4.2,Number,Age-adjusted Mean,Sex,Female,,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,19.6,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,30.8,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Average mentally unhealthy days among adults,2.5,Number,Age-adjusted Mean,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,17.0,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,15.0,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,18.7,%,Crude Prevalence,Age,Age 45-64,,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,18.5,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2019,2019,AZ,Arizona,Mental Health,Average mentally unhealthy days among adults,2.9,Number,Crude Mean,Race/Ethnicity,Hispanic,,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,18.5,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,18.3,%,Crude Prevalence,Age,Age 18-44,,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,15.9,%,Crude Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,17.4,%,Crude Prevalence,Age,Age 45-64,,Overall
2019,2019,AZ,Arizona,Mental Health,Average mentally unhealthy days among adults,3.4,Number,Crude Mean,Age,Age >=65,,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,21.8,%,Crude Prevalence,Sex,Female,,Overall
2019,2019,AR,Arkansas,Mental Health,Average mentally unhealthy days among adults,1.9,Number,Crude Mean,Age,Age 45-64,,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,13.6,%,Age-adjusted Prevalence,Sex,Male,,Overall
2019,2019,AZ,Arizona,Mental Health,Average mentally unhealthy days among adults,3.6,Number,Age-adjusted Mean,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,11.6,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Average mentally unhealthy days among adults,3.5,Number,Crude Mean,Sex,Female,,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,13.6,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,AK,Alaska,Mental Health,Postpartum depressive symptoms among women with a recent live birth,12.2,%,Crude Prevalence,Overall,Overall,,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,19.5,%,Crude Prevalence,Sex,Female,,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,43.5,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,21.0,%,Crude Prevalence,Sex,Female,,Overall
2019,2019,AK,Alaska,Mental Health,Postpartum depressive symptoms among women with a recent live birth,16.4,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,AL,Alabama,Mental Health,Average mentally unhealthy days among adults,2.4,Number,Age-adjusted Mean,Overall,Overall,,Overall
2019,2019,AR,Arkansas,Mental Health,Average mentally unhealthy days among adults,2.8,Number,Crude Mean,Sex,Male,,Overall
2019,2019,AL,Alabama,Mental Health,Average mentally unhealthy days among adults,2.2,Number,Crude Mean,Overall,Overall,,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,17.8,%,Age-adjusted Prevalence,Sex,Male,,Overall
2019,2019,AK,Alaska,Mental Health,Frequent mental distress among adults,12.0,%,Crude Prevalence,Overall,Overall,,Overall
2019,2019,AR,Arkansas,Mental Health,Postpartum depressive symptoms among women with a recent live birth,16.1,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Average mentally unhealthy days among adults,2.1,Number,Crude Mean,Sex,Male,,Overall
2019,2019,AK,Alaska,Mental Health,Frequent mental distress among adults,10.2,%,Age-adjusted Prevalence,Sex,Male,,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,24.1,%,Crude Prevalence,Overall,Overall,,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,29.1,%,Age-adjusted Prevalence,Sex,Female,,Overall
2019,2019,AK,Alaska,Mental Health,Average mentally unhealthy days among adults,4.1,Number,Crude Mean,Sex,Female,,Overall
2019,2019,AK,Alaska,Mental Health,Frequent mental distress among adults,14.1,%,Crude Prevalence,Age,Age 18-44,,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,25.6,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2019,2019,AK,Alaska,Mental Health,Frequent mental distress among adults,12.4,%,Crude Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,27.8,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,17.7,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,19.3,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,19.1,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Average mentally unhealthy days among adults,2.3,Number,Crude Mean,Sex,Female,,Overall
2019,2019,AR,Arkansas,Mental Health,Average mentally unhealthy days among adults,2.2,Number,Crude Mean,Sex,Female,,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,31.9,%,Crude Prevalence,Sex,Female,,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,15.9,%,Age-adjusted Prevalence,Sex,Male,,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,22.9,%,Age-adjusted Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Postpartum depressive symptoms among women with a recent live birth,23.5,%,Crude Prevalence,Overall,Overall,,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,17.1,%,Crude Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,20.2,%,Crude Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,18.1,%,Crude Prevalence,Age,Age 18-44,,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,16.5,%,Crude Prevalence,Age,Age >=65,,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,18.8,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AR,Arkansas,Mental Health,Average mentally unhealthy days among adults,3.0,Number,Crude Mean,Age,Age 18-44,,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,12.2,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,28.1,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,16.7,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Average mentally unhealthy days among adults,3.7,Number,Crude Mean,Overall,Overall,,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,33.3,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,16.0,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,46.6,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Average mentally unhealthy days among adults,3.3,Number,Age-adjusted Mean,Race/Ethnicity,Hispanic,,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,23.3,%,Crude Prevalence,Sex,Female,,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,17.4,%,Crude Prevalence,Overall,Overall,,Overall
2019,2019,AL,Alabama,Mental Health,Average mentally unhealthy days among adults,2.2,Number,Crude Mean,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,17.7,%,Crude Prevalence,Sex,Male,,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,12.7,%,Age-adjusted Prevalence,Sex,Male,,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,7.7,%,Crude Prevalence,Age,Age >=65,,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,15.8,%,Age-adjusted Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,22.9,%,Age-adjusted Prevalence,Sex,Female,,Overall
2019,2019,AL,Alabama,Mental Health,Average mentally unhealthy days among adults,1.6,Number,Crude Mean,Age,Age >=65,,Overall
2019,2019,AK,Alaska,Mental Health,Average mentally unhealthy days among adults,2.1,Number,Crude Mean,Age,Age >=65,,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,10.3,%,Crude Prevalence,Age,Age >=65,,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,12.1,%,Crude Prevalence,Sex,Male,,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,13.2,%,Crude Prevalence,Sex,Male,,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,34.7,%,Crude Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,37.1,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Average mentally unhealthy days among adults,0.0,Number,Age-adjusted Mean,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,19.2,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Frequent mental distress among adults,11.9,%,Age-adjusted Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,17.7,%,Age-adjusted Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,34.5,%,Age-adjusted Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,15.0,%,Age-adjusted Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Average mentally unhealthy days among adults,3.5,Number,Crude Mean,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,11.5,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Average mentally unhealthy days among adults,2.9,Number,Crude Mean,Age,Age 18-44,,Overall
2019,2019,AK,Alaska,Mental Health,Frequent mental distress among adults,11.0,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,30.3,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Average mentally unhealthy days among adults,3.5,Number,Age-adjusted Mean,Sex,Female,,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,22.8,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,11.8,%,Crude Prevalence,Age,Age >=65,,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,33.2,%,Age-adjusted Prevalence,Sex,Female,,Overall
2019,2019,AR,Arkansas,Mental Health,Average mentally unhealthy days among adults,2.5,Number,Crude Mean,Overall,Overall,,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,15.8,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,AK,Alaska,Mental Health,Frequent mental distress among adults,10.3,%,Crude Prevalence,Sex,Male,,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,19.5,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,25.0,%,Crude Prevalence,Overall,Overall,,Overall
2019,2019,AZ,Arizona,Mental Health,Depression among adults,13.2,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,24.7,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,AR,Arkansas,Mental Health,Depression among adults,28.0,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2019,2019,AR,Arkansas,Mental Health,Average mentally unhealthy days among adults,2.4,Number,Crude Mean,Age,Age >=65,,Overall
2019,2019,AK,Alaska,Mental Health,Depression among adults,11.9,%,Age-adjusted Prevalence,Sex,Male,,Overall
2019,2019,AL,Alabama,Mental Health,Postpartum depressive symptoms among women with a recent live birth,30.5,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Postpartum depressive symptoms among women with a recent live birth,14.7,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,AR,Arkansas,Mental Health,Frequent mental distress among adults,10.4,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,18.2,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2019,2019,AL,Alabama,Mental Health,Frequent mental distress among adults,18.1,%,Age-adjusted Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AL,Alabama,Mental Health,Depression among adults,25.7,%,Crude Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2019,2019,AR,Arkansas,Mental Health,Average mentally unhealthy days among adults,2.3,Number,Age-adjusted Mean,Sex,Female,,Overall
2019,2019,AZ,Arizona,Mental Health,Frequent mental distress among adults,29.4,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
